mechanism,epsilon,test_mse_mean,test_mse_std,rel_fro_mean,rel_fro_std,runtime_mean,n_seeds
Mech_Improved_Sheffet_RP,0.1,0.04455984281709669,0.012202530638798432,141.56161044198836,13.545480076378354,0.019321024417877197,20
Mech_Improved_Sheffet_RP,0.3,0.03795921179482776,0.00896369646510234,80.40297798921142,13.542681374320887,0.019300377368927,20
Mech_Improved_Sheffet_RP,0.5,0.03532088709438918,0.007574406701088527,69.9278724646015,13.758196837061332,0.01938321590423584,20
Mech_Improved_Sheffet_RP,1.0,0.03202610193381476,0.005756862332316256,63.13470489007295,13.796471584513235,0.01946258544921875,20
Mech_Improved_Sheffet_RP,1.3,0.030943821011752436,0.005145783643110644,61.745780456233604,13.760846323165628,0.019395732879638673,20
Mech_Improved_Sheffet_RP,1.5,0.03040707973409998,0.0048383577146977825,61.15312878291761,13.736073524520165,0.01979508399963379,20
Mech_Improved_Sheffet_RP,2.0,0.029454589349356113,0.004278050684392497,60.22306479886622,13.681049677279459,0.01945997476577759,20
Mech_Modified_GaussMix,0.1,0.04169302799084405,0.008118290382651723,98.39169846773531,8.828245777250386,0.020131015777587892,20
Mech_Modified_GaussMix,0.3,0.036001189907368475,0.0066054225051700955,63.17554812927585,7.719453504939911,0.01954463720321655,20
Mech_Modified_GaussMix,0.5,0.03358997875593374,0.005793378104506927,57.85898441281184,7.521365163843705,0.020424437522888184,20
Mech_Modified_GaussMix,1.0,0.030738543848528404,0.004531092913611062,54.609414946271784,7.338740989265405,0.019424009323120116,20
Mech_Modified_GaussMix,1.3,0.02985901547672511,0.004086198842407508,53.97217008576151,7.290360103734244,0.018365561962127686,20
Mech_Modified_GaussMix,1.5,0.029433587318615274,0.003867613176669893,53.70462632624829,7.268126179475203,0.017935574054718018,20
Mech_Modified_GaussMix,2.0,0.028696859440338694,0.0034940318815483845,53.29214586514826,7.231247269282698,0.017970013618469238,20
Mech_RP,0.1,0.036915567498273905,0.004991352580954894,0.4792477397823959,0.08181070556864405,0.024764251708984376,20
Mech_RP,0.3,0.031088991556320923,0.0031642115701698992,0.3002027111616871,0.09776148392581306,0.019312953948974608,20
Mech_RP,0.5,0.029222645387075457,0.002477679052443967,0.26119865397675734,0.10561651803171025,0.019191491603851318,20
Mech_RP,1.0,0.027663995476003463,0.001871669289709238,0.22917676098044265,0.11379109051351101,0.01915123462677002,20
Mech_RP,1.3,0.0273125943067264,0.0017175066517034054,0.2210629294667854,0.11613545912901738,0.01886250972747803,20
Mech_RP,1.5,0.027162950737586084,0.0016459748845975089,0.21730539725943082,0.11725964990055558,0.01838275194168091,20
Mech_RP,2.0,0.026935083174795343,0.0015271763422757762,0.21092958458573224,0.11922224420720241,0.018865466117858887,20
Mech_Sheffet_RP,0.1,0.05653887525488828,0.01763171145181676,363.8448499957949,21.256405790100537,0.020655238628387453,20
Mech_Sheffet_RP,0.3,0.04467146142630821,0.012255715278520124,143.03638142346475,13.569816946300703,0.02043882608413696,20
Mech_Sheffet_RP,0.5,0.04106949997399306,0.01051768790700924,102.48048477860297,13.270493503793405,0.019306480884552002,20
Mech_Sheffet_RP,1.0,0.03698085441355291,0.008456974293527451,75.79025106265327,13.63891664417605,0.01841609477996826,20
Mech_Sheffet_RP,1.3,0.03552710004108904,0.007685535035535246,70.54193570580752,13.747062112920286,0.018806660175323488,20
Mech_Sheffet_RP,1.5,0.03475051514163089,0.007265058647004363,68.3719438936632,13.783286013091422,0.019264602661132814,20
Mech_Sheffet_RP,2.0,0.033239948421416574,0.006434039124122575,65.09511329574143,13.81077114411484,0.01926124095916748,20
