mechanism,epsilon,test_mse_mean,test_mse_std,rel_fro_mean,rel_fro_std,rel_fro_normalized_mean,rel_fro_normalized_std,runtime_mean,n_seeds
Mech_Improved_Sheffet_RP,0.1,0.04491796201739426,0.009542307611223592,137.6936596861326,10.549400050419306,1.112110824368947,0.09575485783559529,0.02228612232208252,250
Mech_Improved_Sheffet_RP,0.3,0.037996435781048395,0.005951654885883301,77.56614490284565,10.497736164582724,0.5028093973038124,0.07355846373155527,0.02229161262512207,250
Mech_Improved_Sheffet_RP,0.5,0.035386960041273285,0.00512740285472333,67.41793127327804,10.71029753955293,0.37477329614135846,0.07579971702718308,0.02269104862213135,250
Mech_Improved_Sheffet_RP,1.0,0.03231464945545111,0.004234315375870007,60.96122575459252,10.790115004457165,0.2758449039105165,0.08230419434935947,0.02243872833251953,250
Mech_Improved_Sheffet_RP,1.3,0.031336745841761486,0.003935908048602798,59.669484948697814,10.781156984340672,0.25230558455382857,0.08493306795828119,0.022430886268615724,250
Mech_Improved_Sheffet_RP,1.5,0.030853631032226693,0.00378413050024726,59.12377304149928,10.772212479310603,0.24168416983095511,0.08632605906668982,0.022309435844421386,250
Mech_Improved_Sheffet_RP,2.0,0.02999354964560895,0.0035076410892092946,58.27663400131887,10.750131492376704,0.22411939485304583,0.08898329357555111,0.022327668190002443,250
Mech_Modified_GaussMix,0.1,0.04157097111779156,0.007967622808839498,101.7933146400486,10.08766412098318,0.7657514065665484,0.08067013304123968,0.021424596786499023,250
Mech_Modified_GaussMix,0.3,0.03503928889567505,0.005062974551267362,67.47876694564914,10.59355440566523,0.3713608299694087,0.07482856823217601,0.02124985122680664,250
Mech_Modified_GaussMix,0.5,0.03260897101373624,0.004371228688736833,62.25613490360409,10.647702007209045,0.29097248171486934,0.07895848640332183,0.021639385223388673,250
Mech_Modified_GaussMix,1.0,0.030042494081456622,0.0035750117793297985,58.99544365081237,10.599586408932645,0.229460456451554,0.08557086769020969,0.021671785354614257,250
Mech_Modified_GaussMix,1.3,0.029317562048818906,0.003311351479016393,58.33799051308495,10.572464081461245,0.21485818403841808,0.08790020070026534,0.02171655082702637,250
Mech_Modified_GaussMix,1.5,0.028977368861512934,0.00317997668109357,58.0582001446216,10.55808587072793,0.20826893151309023,0.08909077686605298,0.021850985527038576,250
Mech_Modified_GaussMix,2.0,0.028402244539041346,0.0029472094739116965,57.620267988280034,10.531436931272557,0.1973714586693728,0.0912921549067429,0.02152684497833252,250
Mech_RP,0.1,0.03873444842711003,0.0065838457680846875,0.46324386230445486,0.07511033726797127,0.46324386230445486,0.07511033726797127,0.025054750442504884,250
Mech_RP,0.3,0.03303056486569182,0.0046110386243160256,0.2762872926337757,0.08705202940747879,0.2762872926337757,0.08705202940747879,0.02268928050994873,250
Mech_RP,0.5,0.03093231694021415,0.0038348841326229653,0.2363175503835917,0.09338978773284057,0.2363175503835917,0.09338978773284057,0.022526352882385255,250
Mech_RP,1.0,0.028933457764954602,0.0030604789520025477,0.20439626716500525,0.1004840455128885,0.20439626716500525,0.1004840455128885,0.022513824462890623,250
Mech_RP,1.3,0.028414656488605215,0.0028591256844934607,0.19653446215804846,0.10264191149594341,0.19653446215804846,0.10264191149594341,0.022433138847351073,250
Mech_RP,1.5,0.028178086558663183,0.002767211277589471,0.19293855260643478,0.1037009077369905,0.19293855260643478,0.1037009077369905,0.02240998077392578,250
Mech_RP,2.0,0.027788147441273923,0.002614280593154033,0.18691643633693694,0.10559265360375746,0.18691643633693694,0.10559265360375746,0.022319008827209472,250
Mech_Sheffet_RP,0.1,0.056702916212041723,0.01871619990106794,356.99588024590093,18.429986757695676,3.082228241780288,0.22448807600836018,0.022487868309020997,250
Mech_Sheffet_RP,0.3,0.04503557569089308,0.009623230839336267,139.1479249135452,10.575009660919996,1.125794216139537,0.09651156884477632,0.02264213752746582,250
Mech_Sheffet_RP,0.5,0.04122446637584943,0.007318250378820162,99.19754994956057,10.244967328094866,0.7372115652625063,0.0782173658887805,0.022407275199890136,250
Mech_Sheffet_RP,1.0,0.037012565478423604,0.005622220822579417,73.08061935931902,10.590169293516096,0.448692691246966,0.07390762547682535,0.022875070571899414,250
Mech_Sheffet_RP,1.3,0.03558584325789966,0.00518578703766347,68.0083372810819,10.698424112612658,0.38287536005501877,0.07549522949507032,0.02237549304962158,250
Mech_Sheffet_RP,1.5,0.03484131079357287,0.004968919154653434,65.9257290783954,10.73849812381603,0.35375955740316006,0.07672226340802281,0.022399574279785155,250
Mech_Sheffet_RP,2.0,0.03342585733776973,0.004561133359536177,62.80604550673806,10.78233493605899,0.30663360584337684,0.07961785179490698,0.022438416481018065,250
