application,protocol,calibration_mode,epsilon,delta,seeds,tau_star,sigma_std,metric,nonprivate,private_mean,private_std_ddof0,private_min,private_max,epsilon_cov,epsilon_mean,delta_covariance,delta_mean_raw_upper,delta_mean_contribution,delta_total,Delta,rho_inf,variance_ratio,envelope_maximization,raw_jsonl
GPR_NDIS_SCALAR_EXACT,paper_table_seeds,scalar_gpr_exact,1.0,1e-05,"42;43;44;45;46",8.647640518844128,2.940687082782547,absolute_error,0.4718045189067342,1.7367306288929754,1.3395429766234612,0.28471344695383727,4.007166103056444,0.8284878615692024,0.1715121384307976,9.189187939330935e-06,3.540890291287905e-07,8.108120187556392e-07,9.999999958086574e-06,0.04301413337968837,0.10942686828854059,1.1156384794003513,endpoint_by_monotonicity,reports/ndis_gaussian/raw/gpr_scalar_exact_paper_seeds_20260827-203857.jsonl
GPR_NDIS_SCALAR_EXACT,current_config_seeds,scalar_gpr_exact,1.0,1e-05,"2734335219;2905568749;2703185305;3085492084;1659915345",8.647640518844128,2.940687082782547,absolute_error,0.4718045189067342,1.7585650500546266,0.9743238508672256,1.0686546552412801,3.602096892462254,0.8284878615692024,0.1715121384307976,9.189187939330935e-06,3.540890291287905e-07,8.108120187556392e-07,9.999999958086574e-06,0.04301413337968837,0.10942686828854059,1.1156384794003513,endpoint_by_monotonicity,reports/ndis_gaussian/raw/gpr_scalar_exact_current_seeds_20260827-203857.jsonl
