app,dataset,epsilon,delta,kernel,lengthscale,sigma_n2,tau_star,sigma_std,nonprivate_abs_err,private_abs_err_mean,private_abs_err_std,private_abs_err_min,private_abs_err_max,num_seeds
GPR_NDIS,linnerud,1.0,1e-05,rbf,5.0,250.0,0.6745983362197876,0.8213393550900794,0.4718045189067342,0.7562774986670237,0.5289865769001433,0.08373597823106621,1.369682830860123,5
