app,dataset,epsilon,delta,lambda_reg,clip_x_bound,tau_star,sigma_std,nonprivate_acc,private_acc_mean,private_acc_std,private_acc_min,private_acc_max,num_seeds
BLR_NDIS,breast_cancer,1.0,1e-05,3.0,1.5,9.610971838235855,3.1001567441398596,0.9912280701754386,0.7649122807017544,0.12285713263166032,0.5526315789473685,0.9035087719298246,5
