mechanism,epsilon,test_mse_mean,test_mse_std,rel_fro_mean,rel_fro_std,rel_fro_normalized_mean,rel_fro_normalized_std,runtime_mean,n_seeds
Mech_Improved_Sheffet_RP,0.1,0.1582574563330925,0.03852222332496187,54160.05976743032,472.8902844212664,125.08348222135906,1.4455847681110914,0.007779044151306152,250
Mech_Improved_Sheffet_RP,0.3,0.1447303911958907,0.03307312466909326,20152.003377344277,176.28809744621083,46.537806958295704,0.5389573386949206,0.008375256538391114,250
Mech_Improved_Sheffet_RP,0.5,0.13506360846041673,0.029139967913011572,12698.199209189926,111.2397728345515,29.320874889108897,0.34005495581686007,0.008364577293395997,250
Mech_Improved_Sheffet_RP,1.0,0.11949716134149847,0.022605534619155838,6795.580581163327,59.74436980442136,15.68377045935788,0.18241537734620789,0.007561936378479004,250
Mech_Improved_Sheffet_RP,1.3,0.11346450784962639,0.019959091889378763,5371.785734051164,47.35111269821988,12.392737386802322,0.1443626501307087,0.007650103569030762,250
Mech_Improved_Sheffet_RP,1.5,0.11027251572689102,0.01852253371604654,4728.147232847831,41.76314647015948,10.90445675203391,0.12715644414059052,0.007815077781677246,250
Mech_Improved_Sheffet_RP,2.0,0.10422993140919926,0.015721161840850047,3664.604468749709,32.57666871364666,8.443860143042636,0.0987211022931108,0.008178238868713378,250
Mech_Modified_GaussMix,0.1,0.1495650707484702,0.034244476366497974,39289.983147984676,350.05805409855896,90.75260359059892,1.0749673104198978,0.007841859817504883,250
Mech_Modified_GaussMix,0.3,0.13288642289420807,0.02768526528058229,13808.434699744867,123.36794148948034,31.88974014142288,0.37939270527091296,0.007873867988586426,250
Mech_Modified_GaussMix,0.5,0.12205265330816889,0.023256070905668235,8497.408118826097,76.1178757655177,19.618674802831904,0.23414275738190468,0.007476325035095215,250
Mech_Modified_GaussMix,1.0,0.1067153674797572,0.016545262693059375,4413.452574824069,39.90011848959723,10.177518631793555,0.1222936456521834,0.007529990196228027,250
Mech_Modified_GaussMix,1.3,0.1014881056236339,0.014078809200867954,3451.8202039148437,31.46717815667533,7.951799562016937,0.0959345542379961,0.007332694053649902,250
Mech_Modified_GaussMix,1.5,0.09888231807621449,0.01280713371729037,3021.243410475641,27.735509074026265,6.954297422016769,0.08413263839065048,0.007420644760131836,250
Mech_Modified_GaussMix,2.0,0.0942400152071297,0.01047941302541507,2316.717095999958,21.76848550066415,5.319792589175878,0.0648333833552611,0.007294882774353027,250
Mech_RP,0.1,0.14101658326590089,0.03330941443685055,39.450070401065126,0.46155203264995603,39.450070401065126,0.46155203264995603,0.014995595932006837,250
Mech_RP,0.3,0.1184462845834255,0.02385190931201168,14.813894386757438,0.17497254152073513,14.813894386757438,0.17497254152073513,0.015202278137207032,250
Mech_RP,0.5,0.10739423131804558,0.0185514080561833,9.404523335157593,0.1120518904173175,9.404523335157593,0.1120518904173175,0.00955245018005371,250
Mech_RP,1.0,0.09497534177179517,0.01199485052393512,5.113401314775792,0.06227552976668347,5.113401314775792,0.06227552976668347,0.010763930320739747,250
Mech_RP,1.3,0.09133554842250284,0.010039088275097498,4.076118998469822,0.050325197378752566,4.076118998469822,0.050325197378752566,0.011742729187011719,250
Mech_RP,1.5,0.08958462005459675,0.009135864093345943,3.6066460454828864,0.04494581918334329,3.6066460454828864,0.04494581918334329,0.010605467796325683,250
Mech_RP,2.0,0.0864932395393972,0.007690420622735218,2.829683320878406,0.03611779317148339,2.829683320878406,0.03611779317148339,0.007239901542663575,250
